web_scraper_order,web_scraper_start_url,data,data2,data3,image
"1786124408-105","https://sawa9ly.app/wishlist","Étagère d'Angle de Rangement Multifonctionnelle 3 Tier – رف زاوية للتخزين متعدد الوظائف","1,900 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/42129/CornerRack--CNC.jpg"
"1786124408-106","https://sawa9ly.app/wishlist","Porte-Bougie Ramadan Oriental - حامل شموع رمضان","900 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/42436/mooncandlehholder-CNC.jpg"
"1786124408-107","https://sawa9ly.app/wishlist","Kit de Pédales Antidérapantes Universelles pour Voiture -  دواسات السيارة غير القابلة للانزلاق","1,700 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/42566/nonslippedalmanual-CNC.jpg"
"1786124408-108","https://sawa9ly.app/wishlist","Kit de Couvre-Pédales Antidérapants pour Voiture – مجموعة أغطية دواسات السيارة غير القابلة للانزلاق","1,700 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/42580/Pedalauto-CNC.jpg"
"1786124408-109","https://sawa9ly.app/wishlist","Projecteur Solaire Étanche IP65 pour Jardin et Terrasse - ضوء جداري خارجي يعمل بالطاقة الشمسية مقاوم للماء","1,950 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/42714/BK84-CNC.jpg"
"1786124408-110","https://sawa9ly.app/wishlist","Brosse de lavage de voiture en Microfibre avec poignées extensibles – ممسحة سيارات","2,950 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/43742/balai-voiture-cnc.jpg"
"1786124408-111","https://sawa9ly.app/wishlist","Olesson Convertisseur de courant pour voiture 150W – جهاز شحن في السيارة","2,400 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/44192/Olesson-1667-cnc.jpg"
"1786124408-112","https://sawa9ly.app/wishlist","Cordes élastiques de musculation Ensemble de bandes pour sport 11Pcs (5Kg-45Kg) – طقم التدريب المنزلي","2,300 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/44314/elastic-11pcs-1.jpg"
"1786124408-113","https://sawa9ly.app/wishlist","Tirelire Défi 6 Millions – حصالة أموال","1,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/44384/hasala-6m-1.jpg"
"1786124408-114","https://sawa9ly.app/wishlist","Kit de caméra de recule avec double capteur de de stationnement – كاميرة خلفية مع رادارات خلفية","3,650 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/44655/CamLens-double-cnc.jpg"
"1786124408-115","https://sawa9ly.app/wishlist","Kit de caméra de recule avec capteur de de stationnement – كاميرة خلفية مع رادار خلفي","3,800 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/44662/CamLens-cnc.jpg"
"1786124408-116","https://sawa9ly.app/wishlist","PXN V3 Pro Volant de Course à 180° avec Pédales et Retour de Vibration","29,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/45143/PXN-V30-CNC.jpg"
"1786124408-117","https://sawa9ly.app/wishlist","R36S Console de Jeu Portable Rétro Système Linux Open Source – جهاز ألعاب محمول","13,500 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/45374/R36S-CNC.jpg"
"1786124408-118","https://sawa9ly.app/wishlist","Lampe Torche Multifonctionnel LED Puissante Rechargeable par USB Avec PowerBank – طورش عالي السطوع","2,800 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/45439/HS-24020-CNC.jpg"
"1786124408-119","https://sawa9ly.app/wishlist","Moustiquaire Pliable Facile à Installer Pour Lit 2 Place – ناموسية لسرير شخصين","4,400 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/45455/Fil-Mosquito-2P-CNC.jpg"
"1786124408-120","https://sawa9ly.app/wishlist","Moustiquaire Pliable Facile à Installer Pour Lit 1 Place – ناموسية لسرير شخص واحد","3,900 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/45456/Fil-Mosquito-1P-cnc.jpg"
"1786124408-121","https://sawa9ly.app/wishlist","Brosse À Dents Électrique Sonique avec 4 Têtes et 5 Modes – فرشاة أسنان","2,850 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/45653/M2000-Sonic-cnc.jpg"
"1786124408-122","https://sawa9ly.app/wishlist","Étagère de douche d’angle à 4 niveaux réglable 260cm – رف حمام قابل للتعديل","3,350 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/46068/ET-Coin-cnc260.jpg"
"1786124408-123","https://sawa9ly.app/wishlist","Étagère De Chaussures et Porte-manteau 4 Étages crochets – رف أحذية ومعاطف مع خطافات من 4 طبقات","3,450 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/46083/chaussporte.jpg"
"1786124408-124","https://sawa9ly.app/wishlist","Mini Tapette à mouches USB avec Lumière LED Violette – مصيدة الناموس","850 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/46563/Mosquito-USB-NW-cnc.jpg"
"1786124408-125","https://sawa9ly.app/wishlist","Lampe Frontale de Plongée Étanche et Rechargeable – مصباح غطس","1,950 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/46576/SQ901-CNC.jpg"
"1786124408-126","https://sawa9ly.app/wishlist","Lunch Box 4 étage avec Sac Isotherme Isolant – حافظة طعام حرارية 4 طبقات قابلة للاستخدام في الميكروويف","2,700 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/47417/LunchB4T-cnc.jpg"
"1786124408-127","https://sawa9ly.app/wishlist","Amplificateur de signal SMA Pour Modem 4G LTE – مقوي سرعة الأنترنت","2,500 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/47434/4G-Anten.jpg"
"1786124408-128","https://sawa9ly.app/wishlist","Horloge Murale Électronique avec Température GH8015 – ساعة إلكترونية مع عرض درجة الحرارة","1,950 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/47593/GH8015-CNC.jpg"
"1786124408-129","https://sawa9ly.app/wishlist","Lampe Frontale 3 Modes Rechargeable – مصباح تخييم عالي السطوع","1,200 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/47655/Headlamp-High-cnc.jpg"
"1786124408-130","https://sawa9ly.app/wishlist","Torche LED et Power Bank avec Guirlande RGB 10m – مصباح طورش عالي السطوع","3,600 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/47740/W5187-1-CNC.jpg"
"1786124408-131","https://sawa9ly.app/wishlist","Mini Lampe LED Portable Rechargeable 8en1 – مصباح متعدد الإستعمالات","1,600 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/47754/W5147-CNC.jpg"
"1786124408-132","https://sawa9ly.app/wishlist","Aspirateur sans Fil Portable avec 4 Têtes Accessoires 9000Pa – مكنسة كهربائية محمولة","6,100 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/47935/LT127-CNC.jpg"
"1786124408-133","https://sawa9ly.app/wishlist","Chargeur de batterie pour piles AAA/AAA 1.2 V – شاحن بطاريات","1,050 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/48002/HD4880A-2.jpg"
"1786124408-134","https://sawa9ly.app/wishlist","Lampadaires 200LED à énergie solaire étanche IP65 JX200 – مصباح خارجي يعمل بالطاقة الشمسية","3,050 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/48057/JX200-cnc.jpg"
"1786124408-135","https://sawa9ly.app/wishlist","Jeu de Roulette à Choc Électrique Multi-joueurs – جهاز كشف الكذب الكهربائي","2,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/49143/roulette-electrique-8.jpg"
"1786124408-136","https://sawa9ly.app/wishlist","Balle de Rééducation et de Renforcement pour la Main 2 en 1 – كرة تمرين المعصم","1,850 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/50277/Boule-education-cnc.jpg"
"1786124408-137","https://sawa9ly.app/wishlist","Souffleur à Jet Turbo Portable avec Batterie Lithium 24V- نافخ هواء جد قوي","6,100 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/50729/Han-Dao-cnc.jpg"
"1786124408-138","https://sawa9ly.app/wishlist","Aspirateur et souffleur 2en1 rechargeable par USB Compact et puissant – مكنسة كهربائية يدوية","1,900 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/51000/YT-M2042-CNC.jpg"
"1786124408-139","https://sawa9ly.app/wishlist","Tummy Trimmer Ceinture D’entrainement pour le Corps Entier – أداة التمارين الرياضية","2,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/51363/Body-Trimmer-cnc-1.jpg"
"1786124408-140","https://sawa9ly.app/wishlist","Pack 3 Spot LED intelligents avec télécommande ultra-lumineux – طقم مصابيح مع يد تحكم","1,400 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/51561/3-led-cuisine-cnc.jpg"
"1786124408-141","https://sawa9ly.app/wishlist","Aspirateur de voiture portable sans fil Puissance d’aspiration élevée 120W – مكنسة كهربائية لاسلكية","3,500 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/51939/asPi-v5-cnc.jpg"
"1786124408-142","https://sawa9ly.app/wishlist","Lampe Solaire Rechargeable LED 300 W Portable et Magnétique 26000LM – مصباح محمول قابل للشحن بالطاقة الشمسية","3,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/52397/BYZ300W-cnc.jpg"
"1786124408-143","https://sawa9ly.app/wishlist","Posco Telecommande Contrôleur d’Eclairage Sans Fil à 3 Canaux – يد تحكم للأضاء المنزلية","2,750 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/52410/Kit-Pesco-cnc.jpg"
"1786124408-144","https://sawa9ly.app/wishlist","Kit de 3 lampes Led Hexagone sans fil avec télécommande","2,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/52447/DHD1.jpg"
"1786124408-145","https://sawa9ly.app/wishlist","Lampe LED Rechargeable avec Détecteur De Mouvement Intérieur 3 Modes HY-2012 – مصباح مناطق ضيقة بعدة أوضاع","1,950 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/53182/HY2012-CNC.jpg"
"1786124408-146","https://sawa9ly.app/wishlist","Mini Souffleur et Aspirateur Électrique Multifonctions Ultra Puissant F015 – جهاز شفط ونسف الهواء بقوة ضغط عالية","4,850 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/53189/F015-CNC.jpg"
"1786124408-147","https://sawa9ly.app/wishlist","Leggings Sauna d’entraînement Taille Haute pour Femmes – شورت تعرق للنساء","1,400 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/53280/Sweats-Pioneer-cnc.jpg"
"1786124408-148","https://sawa9ly.app/wishlist","Station de charge sans fil Type C Double Chargeur pour Manette PS5 – شاحن يد التحكم","2,650 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/53331/P5-Station-CNC.jpg"
"1786124408-149","https://sawa9ly.app/wishlist","Tire Lait Electrique Mains Libres MY-379 3 Modes 9 Niveaux – جهاز إستخراج الحليب","6,400 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/53405/MY-379-CNC.jpg"
"1786124408-150","https://sawa9ly.app/wishlist","Plaque de Signalisation LED Multicolore Flexy – لوحة إشهارية ضوئية","2,200 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/53440/Flexy-1.jpg"
"1786124408-151","https://sawa9ly.app/wishlist","Bâche Auto Housse de Protection 4 Saisons (Taille 4×4 LC )","6,500 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/55711/Houses-Voitures-4x4-1.jpg"
"1786124408-152","https://sawa9ly.app/wishlist","Bâche Auto Housse de Protection 4 Saisons (Grande Taille DOBLO , Kangoo..)","6,500 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/55716/Houses-Voitures-doblo.jpg"
"1786124408-153","https://sawa9ly.app/wishlist","Dispositif Anti-Perte Rotatif 2 Mètres avec Serrure de Verrouillage – سوار بقفل أمان لشد الأطفال","1,400 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/55789/Braclets-2m-cnc.jpg"
"1786124408-154","https://sawa9ly.app/wishlist","Pistolet de massage à percussion 4 têtes avec avec 9 vitesses et modes – جهاز تدليك العظلات","5,900 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/55794/Massage4T-CNC.jpg"
"1786124408-155","https://sawa9ly.app/wishlist","Barre lumineuse LED rechargeable tactile avec 3 modes de couleurs et minuterie PM – مصباح مغناطيسي قابل للتثبيت في عدة أماكن","2,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/55916/Creative-Life-PM-cnc-1.jpg"
"1786124408-156","https://sawa9ly.app/wishlist","Cable de remorquage 5ton avec fil d’acier de qualité supérieure – كابل جر العربات","1,800 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/56298/Metal-Hook-cnc-1.jpg"
"1786124408-157","https://sawa9ly.app/wishlist","Diffuseur d’huiles essentielles ultrasonique 350 ml avec télécommande et lumières – جهاز تعطير الجو","3,900 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/56311/Aroma-291-cnc.jpg"
"1786124408-158","https://sawa9ly.app/wishlist","MOMAX Smart Tag Tracker Fonctionne avec l’application Apple Find My – جهاز تعقب ذكي","4,300 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/56423/Momax-cnc.jpg"
"1786124408-159","https://sawa9ly.app/wishlist","Lampe méduse RVB rechargeable avec capteur tactile et pieds dansants – مصباح ديكور على شكل قنديل","3,650 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/56950/JELLYFISH-V5-CNC2-1.jpg"
"1786124408-160","https://sawa9ly.app/wishlist","Rasoir Anti-peluches Rechargeable pour Vêtements – جهاز مزيل الوبر في الملابس","2,200 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/57184/RF-1805-CNC.jpg"
"1786124408-161","https://sawa9ly.app/wishlist","Smart Watch Haino Teko RW-60 MAX avec Lampe Torche et 3 Bracelets – ساعة ذكية أصلية","7,300 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/57219/RW60-CNC.jpg"
"1786124408-162","https://sawa9ly.app/wishlist","Télécommande Sans Fil pour Contrôler l’audio et les appels – يد تحكم لاسلكية للتحكم بالصوت والمكالمات","1,700 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/57279/DQX-Q7-CNC-1.jpg"
"1786124408-163","https://sawa9ly.app/wishlist","AXIOM GPS Tag Fonctionne avec l’application Google Find My Device – جهاز تعقب ذكي","4,700 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/57856/Axiom-cnc.jpg"
"1786124408-164","https://sawa9ly.app/wishlist","100PCS faux ongles carrés transparents professionnels en acrylique – طقم أظافر صناعية","900 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/58066/NA8506-CNC.jpg"
"1786124408-165","https://sawa9ly.app/wishlist","Masseur de tissus musculaire électrique à double tête à 6 vitesses – جهاز تدليك متعدد الرؤوس","3,400 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/58103/Massage-Double-T-cnc.jpg"
"1786124408-166","https://sawa9ly.app/wishlist","Double Penderie à vêtements portable à roulettes en Acier Inoxydable – علاقة ملابس متنقلة","3,850 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/58218/Double-Pole-cnc.jpg"
"1786124408-167","https://sawa9ly.app/wishlist","Panier à linge sur roulettes pour vêtements sales en salle de bain – سلة تجميع الملابس الغسيل","2,500 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/58224/Clothes-pm-5.jpg"
"1786124408-168","https://sawa9ly.app/wishlist","Bandes de résistance pour les jambes avec sangle de cheville 5Pcs – طقم أشرطة تدريب قابلة للتمدد","2,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/58422/Ankle-Cord-cnc-1.jpg"
"1786124408-169","https://sawa9ly.app/wishlist","Lampadaires solaires à LED d’extérieur avec détecteur de mouvements – مصباح خارجي يعمل بالطاقة الشمسية","2,200 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/58434/Solar-Lightning-cnc-1.jpg"
"1786124408-170","https://sawa9ly.app/wishlist","Panier à vêtements de grande capacité durable – سلة تجميع ملابس الغسيل","1,850 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/58781/Laundry-bag-V3-cnc.jpg"
"1786124408-171","https://sawa9ly.app/wishlist","Ferme-porte automatique sans perforation – أداة غلق الباب أوتوماتكيا","1,000 دج","+ أضف إلى السلة","https://sawaqli.fra1.cdn.digitaloceanspaces.com/58893/Ferme-porte-cnc.jpg"
